user_id,age,items_sold_last_30_days,churned,payment_method,support_contacts_last_30_days
92,32,12,0,credit_card,3
93,25,43,0,bank_transfer,10
94,27,118,0,bank_transfer,13
95,26,14,0,bank_transfer,5
96,22,35,0,bank_transfer,4
97,29,65,0,bank_transfer,2
98,29,9,0,bank_transfer,8
99,28,43,0,credit_card,6
100,27,85,0,bank_transfer,12
101,22,17,0,bank_transfer,12
102,26,46,1,bank_transfer,14
103,27,81,0,credit_card,9
104,25,171,0,bank_transfer,3
105,27,44,1,bank_transfer,6
106,30,23,0,credit_card,5
107,36,23,0,bank_transfer,7
108,29,11,0,bank_transfer,12
109,29,124,0,credit_card,6
110,28,77,0,bank_transfer,13
111,20,15,0,bank_transfer,12
112,28,21,0,bank_transfer,10
113,28,44,1,credit_card,2
114,38,84,0,bank_transfer,11
115,27,60,0,bank_transfer,14
116,29,56,0,bank_transfer,13
117,28,49,0,credit_card,10
118,23,16,0,bank_transfer,10
119,33,44,1,bank_transfer,1
120,31,40,0,credit_card,2
121,31,11,0,bank_transfer,14
122,24,122,0,credit_card,10
123,34,25,0,bank_transfer,13
124,22,11,0,bank_transfer,13
125,30,29,0,bank_transfer,9
126,37,34,0,bank_transfer,3
127,24,39,0,credit_card,11
128,26,33,0,credit_card,9
129,28,41,0,credit_card,14
130,26,47,0,bank_transfer,12
131,22,45,1,bank_transfer,3
132,28,56,0,bank_transfer,7
133,24,58,0,credit_card,5
134,30,59,0,bank_transfer,7
135,24,70,0,bank_transfer,10
136,34,23,0,credit_card,8
137,25,24,0,bank_transfer,5
138,27,85,0,credit_card,3
139,31,30,0,bank_transfer,5
140,23,38,0,bank_transfer,4
141,29,35,0,bank_transfer,13
142,33,167,0,credit_card,13
143,22,20,0,bank_transfer,12
144,29,19,1,credit_card,1
145,29,41,0,credit_card,9
146,31,36,0,credit_card,8
147,23,15,0,bank_transfer,11
148,23,39,0,bank_transfer,11
149,30,42,0,bank_transfer,5
150,29,27,0,bank_transfer,9
151,29,37,0,bank_transfer,8
152,29,22,0,bank_transfer,8
153,25,15,0,bank_transfer,14
154,29,30,0,bank_transfer,7
155,29,17,1,bank_transfer,4
156,25,12,1,bank_transfer,12
157,35,6,0,credit_card,6
158,30,49,1,bank_transfer,11
159,23,29,1,bank_transfer,1
160,31,85,0,bank_transfer,8
161,24,31,0,bank_transfer,14
162,31,49,0,bank_transfer,1
163,33,24,1,credit_card,3
164,25,40,1,credit_card,8
165,32,6,0,bank_transfer,8
166,30,29,0,bank_transfer,11
167,31,20,0,bank_transfer,8
168,36,79,0,bank_transfer,10
169,27,47,0,bank_transfer,12
170,25,72,0,credit_card,13
171,24,91,0,bank_transfer,14
172,25,27,0,credit_card,3
173,28,45,0,bank_transfer,10
174,29,16,1,bank_transfer,13
175,29,54,0,bank_transfer,3
176,31,60,0,bank_transfer,2
177,28,52,0,credit_card,4
178,34,27,0,bank_transfer,13
179,27,130,0,bank_transfer,8
180,39,42,0,credit_card,10
181,31,16,1,bank_transfer,6
182,25,64,0,bank_transfer,13
183,24,81,0,bank_transfer,5
184,30,16,1,bank_transfer,4
185,27,34,1,bank_transfer,12
186,31,11,0,bank_transfer,2
187,30,94,0,bank_transfer,3
188,28,38,1,credit_card,8
189,25,20,0,credit_card,10
190,22,82,0,bank_transfer,3
191,26,41,0,bank_transfer,1
192,31,74,1,bank_transfer,3
193,29,57,1,credit_card,13
194,23,18,1,bank_transfer,13
195,29,27,0,credit_card,3
196,30,20,0,bank_transfer,11
197,24,15,0,credit_card,11
198,29,8,0,bank_transfer,6
199,28,147,0,credit_card,2
200,23,51,0,bank_transfer,9
201,29,57,0,bank_transfer,1
202,30,88,0,bank_transfer,11
203,32,26,0,bank_transfer,4
204,32,12,0,bank_transfer,12
205,22,70,0,credit_card,8
206,24,14,0,credit_card,11
207,30,69,0,bank_transfer,2
208,30,10,0,credit_card,3
209,30,13,0,bank_transfer,11
210,43,24,1,bank_transfer,7
211,30,67,0,bank_transfer,1
212,33,119,0,bank_transfer,5
213,32,57,0,bank_transfer,10
214,31,25,0,credit_card,11
215,27,78,1,credit_card,2
216,31,10,0,bank_transfer,14
217,25,19,1,bank_transfer,5
218,27,44,1,bank_transfer,7
219,26,71,0,bank_transfer,9
220,28,35,0,bank_transfer,6
221,37,32,0,credit_card,12
222,21,34,0,bank_transfer,1
223,31,87,0,credit_card,11
224,22,22,1,bank_transfer,6
225,26,17,0,bank_transfer,14
226,32,33,1,bank_transfer,13
227,28,96,0,bank_transfer,8
228,24,24,0,bank_transfer,6
229,25,34,0,bank_transfer,13
230,31,9,0,bank_transfer,1
231,25,35,0,bank_transfer,7
232,29,49,0,credit_card,7
233,28,14,0,credit_card,11
234,25,87,0,credit_card,6
235,37,49,0,bank_transfer,7
236,31,27,1,bank_transfer,2
237,20,49,0,credit_card,4
238,29,59,0,bank_transfer,8
239,25,7,0,credit_card,14
240,31,50,1,bank_transfer,11
241,25,93,0,credit_card,5
242,28,21,0,bank_transfer,2
243,30,28,0,bank_transfer,12
244,31,31,0,bank_transfer,2
245,23,72,0,credit_card,14
246,27,16,0,credit_card,12
247,26,57,0,credit_card,6
248,25,32,0,bank_transfer,12
249,35,122,0,bank_transfer,5
250,30,33,0,credit_card,6
251,23,3,1,bank_transfer,8
252,32,65,1,credit_card,2
253,36,55,0,bank_transfer,12
254,32,47,0,bank_transfer,5
255,22,92,0,credit_card,12
256,26,8,0,bank_transfer,9
257,33,19,0,credit_card,9
258,25,40,0,credit_card,4
259,30,45,1,bank_transfer,7
260,31,36,0,bank_transfer,1
261,24,10,0,bank_transfer,3
262,28,28,0,bank_transfer,1
263,18,117,0,credit_card,10
264,24,15,0,credit_card,5
265,27,40,0,bank_transfer,8
266,23,57,0,bank_transfer,5
267,35,70,1,credit_card,14
268,22,65,1,credit_card,11
269,26,26,0,bank_transfer,13
270,29,19,0,bank_transfer,11
271,34,123,0,bank_transfer,4
272,22,75,0,bank_transfer,3
273,33,42,1,credit_card,13
274,28,102,0,credit_card,6
275,24,12,0,bank_transfer,14
276,30,3,0,credit_card,9
277,29,45,1,bank_transfer,12
278,26,47,0,credit_card,2
279,28,11,0,credit_card,12
280,26,73,1,bank_transfer,11
281,28,6,0,credit_card,3
282,31,53,0,bank_transfer,10
283,34,61,0,credit_card,6
284,23,45,0,bank_transfer,10
285,37,9,0,credit_card,6
286,20,91,0,bank_transfer,12
287,27,27,1,credit_card,9
288,30,27,0,bank_transfer,6
289,29,23,0,bank_transfer,2
290,26,66,0,bank_transfer,6
291,27,26,0,bank_transfer,2
292,26,14,0,credit_card,7
293,26,79,0,credit_card,7
294,31,39,0,credit_card,4
295,29,81,0,bank_transfer,4
296,25,41,0,credit_card,12
297,32,21,0,bank_transfer,8
298,29,7,1,bank_transfer,13
299,31,45,0,bank_transfer,11
300,31,31,0,credit_card,4
301,25,68,0,credit_card,13
302,26,25,0,bank_transfer,3
303,31,54,0,bank_transfer,11
304,30,40,0,bank_transfer,4
305,28,20,1,bank_transfer,14
306,28,27,0,credit_card,4
307,33,12,0,bank_transfer,11
308,26,129,0,bank_transfer,13
309,30,53,1,credit_card,2
310,27,11,0,bank_transfer,5
311,27,124,0,bank_transfer,7
312,32,15,0,bank_transfer,9
313,31,24,0,credit_card,12
314,31,33,0,bank_transfer,2
315,33,40,0,bank_transfer,2
316,28,67,0,credit_card,12
317,31,5,1,credit_card,7
318,27,41,0,bank_transfer,10
319,29,32,0,bank_transfer,6
320,27,46,0,bank_transfer,4
321,28,31,0,credit_card,1
322,30,28,0,bank_transfer,12
323,25,36,0,bank_transfer,12
324,36,120,0,credit_card,10
325,24,28,0,bank_transfer,2
326,23,88,0,bank_transfer,7
327,33,44,0,bank_transfer,1
328,31,43,0,credit_card,12
329,30,46,0,bank_transfer,8
330,31,57,0,bank_transfer,5
331,28,30,0,bank_transfer,14
332,24,84,0,credit_card,1
333,28,57,0,credit_card,14
334,25,13,0,credit_card,11
335,32,3,0,credit_card,3
336,27,118,0,bank_transfer,6
337,25,47,0,credit_card,9
338,27,11,0,bank_transfer,9
339,30,28,0,bank_transfer,14
340,26,75,0,bank_transfer,2
341,25,35,0,bank_transfer,9
342,29,37,0,bank_transfer,11
343,29,66,0,credit_card,11
344,26,51,0,bank_transfer,2
345,26,60,0,bank_transfer,4
346,29,65,0,bank_transfer,11
347,22,22,0,bank_transfer,2
348,22,24,1,bank_transfer,7
349,25,20,0,bank_transfer,13
350,27,25,0,bank_transfer,14
351,29,36,0,bank_transfer,3
352,34,38,0,bank_transfer,5
353,31,100,0,credit_card,1
354,27,49,1,credit_card,1
355,28,37,0,bank_transfer,6
356,24,16,0,bank_transfer,14
357,28,31,0,bank_transfer,6
358,27,123,0,bank_transfer,7
359,29,122,0,credit_card,11
360,25,31,1,bank_transfer,8
361,30,8,0,bank_transfer,8
362,34,28,0,credit_card,9
363,28,101,0,bank_transfer,9
364,30,36,0,bank_transfer,5
365,31,66,0,bank_transfer,13
366,26,40,0,credit_card,5
367,29,10,0,bank_transfer,11
368,28,41,0,bank_transfer,3
369,28,72,0,credit_card,12
370,25,25,0,credit_card,1
371,28,71,0,credit_card,13
372,30,43,0,credit_card,5
373,34,68,0,credit_card,2
374,32,51,0,credit_card,5
375,37,17,1,credit_card,7
376,25,32,0,credit_card,14
377,31,31,0,credit_card,6
378,29,24,0,bank_transfer,14
379,37,48,0,bank_transfer,3
380,25,138,0,credit_card,6
381,25,84,0,bank_transfer,7
382,26,92,0,bank_transfer,12
383,20,22,0,bank_transfer,3
384,26,93,0,bank_transfer,5
385,25,114,0,bank_transfer,7
386,29,22,0,bank_transfer,4
387,29,55,0,credit_card,1
388,36,56,0,bank_transfer,1
389,32,33,0,credit_card,6
390,26,45,1,credit_card,2
391,24,58,0,bank_transfer,14
392,30,35,0,bank_transfer,13
393,23,81,0,bank_transfer,5
394,35,13,0,bank_transfer,14
395,33,31,0,bank_transfer,6
396,26,67,1,credit_card,14
397,21,129,0,bank_transfer,14
398,33,85,0,bank_transfer,11
399,28,45,0,credit_card,11
400,33,36,0,bank_transfer,14
401,22,32,0,bank_transfer,6
402,26,32,0,bank_transfer,10
403,28,7,0,bank_transfer,9
404,28,125,0,credit_card,5
405,26,39,0,bank_transfer,7
406,30,21,0,bank_transfer,7
407,24,55,0,bank_transfer,14
408,27,22,0,bank_transfer,2
409,28,76,1,credit_card,1
410,30,21,0,bank_transfer,11
411,31,69,1,bank_transfer,9
412,24,32,0,credit_card,10
413,22,50,0,bank_transfer,13
414,33,73,0,bank_transfer,2
415,29,26,0,credit_card,5
416,25,71,0,credit_card,3
417,34,7,0,bank_transfer,1
418,28,108,0,bank_transfer,7
419,33,80,0,credit_card,10
420,28,38,0,credit_card,9
421,36,90,0,bank_transfer,13
422,35,84,0,bank_transfer,1
423,27,40,0,bank_transfer,5
424,32,40,0,bank_transfer,11
425,31,18,0,bank_transfer,8
426,33,42,0,bank_transfer,13
427,24,10,1,bank_transfer,3
428,31,68,0,bank_transfer,4
429,32,69,1,bank_transfer,12
430,21,7,0,bank_transfer,2
431,23,101,1,bank_transfer,1
432,20,24,0,bank_transfer,5
433,27,200,1,bank_transfer,13
434,31,48,0,credit_card,10
435,34,102,1,bank_transfer,9
436,28,18,0,bank_transfer,8
437,35,32,0,bank_transfer,3
438,22,26,0,bank_transfer,12
439,21,10,1,credit_card,14
440,28,13,0,bank_transfer,13
441,30,36,0,bank_transfer,6
442,28,53,0,credit_card,3
443,20,16,0,credit_card,7
444,28,30,0,bank_transfer,2
445,23,22,0,bank_transfer,13
446,31,38,1,credit_card,7
447,29,65,0,bank_transfer,4
448,24,44,0,bank_transfer,5
449,26,25,0,bank_transfer,12
450,24,82,0,bank_transfer,10
451,28,52,0,bank_transfer,12
452,32,45,0,bank_transfer,8
453,24,16,0,bank_transfer,6
454,30,76,1,credit_card,12
455,26,56,0,bank_transfer,1
456,25,58,0,bank_transfer,9
457,28,34,0,bank_transfer,1
458,24,29,1,credit_card,5
459,26,126,0,bank_transfer,13
460,23,29,0,bank_transfer,1
461,36,13,0,bank_transfer,7
462,28,46,0,bank_transfer,13
463,25,40,0,credit_card,12
464,29,84,0,credit_card,4
465,28,36,0,credit_card,13
466,27,63,0,credit_card,2
467,30,106,0,bank_transfer,6
468,31,54,1,credit_card,12
469,26,17,0,bank_transfer,10
470,26,55,1,bank_transfer,1
471,27,30,0,credit_card,5
472,19,49,0,bank_transfer,2
473,22,40,0,credit_card,1
474,33,13,0,credit_card,9
475,35,36,0,credit_card,9
476,27,16,0,credit_card,7
477,30,27,0,credit_card,8
478,29,76,0,bank_transfer,6
479,40,43,0,bank_transfer,6
480,32,61,0,bank_transfer,14
481,27,45,0,credit_card,13
482,24,32,0,bank_transfer,3
483,22,49,0,bank_transfer,7
484,29,8,0,bank_transfer,9
485,25,68,0,bank_transfer,8
486,22,20,0,credit_card,2
487,25,58,0,credit_card,12
488,24,31,0,bank_transfer,6
489,35,13,0,credit_card,7
490,32,23,0,credit_card,7
491,28,58,0,credit_card,4
492,34,153,0,bank_transfer,5
493,28,38,1,bank_transfer,4
494,25,141,0,bank_transfer,4
495,34,8,1,credit_card,14
496,30,33,0,bank_transfer,4
497,24,38,0,credit_card,3
498,27,60,0,bank_transfer,9
499,24,24,1,bank_transfer,2
500,22,52,0,bank_transfer,8
501,32,34,0,credit_card,11
502,36,92,0,credit_card,3
503,22,46,0,bank_transfer,10
504,30,200,0,bank_transfer,11
505,25,35,0,bank_transfer,5
506,26,88,1,bank_transfer,2
507,26,108,0,credit_card,4
508,25,2,0,credit_card,13
509,28,68,0,bank_transfer,7
510,25,34,1,credit_card,13
511,29,15,0,bank_transfer,5
512,28,93,1,bank_transfer,1
513,27,25,0,credit_card,12
514,24,8,0,bank_transfer,12
515,26,47,0,bank_transfer,1
516,31,103,0,credit_card,1
517,30,15,1,bank_transfer,14
518,24,74,0,bank_transfer,1
519,28,5,0,bank_transfer,12
520,31,108,0,credit_card,9
521,21,54,0,bank_transfer,13
522,30,14,0,bank_transfer,7
523,25,70,0,credit_card,3
524,30,26,0,bank_transfer,4
525,25,18,0,credit_card,3
526,21,26,0,bank_transfer,13
527,21,65,1,bank_transfer,8
528,28,17,0,credit_card,6
529,29,3,0,credit_card,1
530,24,27,0,bank_transfer,11
531,31,96,0,bank_transfer,8
532,21,95,0,bank_transfer,13
533,28,26,0,credit_card,8
534,23,25,0,credit_card,5
535,25,24,0,bank_transfer,12
536,28,23,0,bank_transfer,7
537,25,24,0,credit_card,14
538,26,49,0,bank_transfer,11
539,32,98,1,bank_transfer,12
540,26,17,0,credit_card,13
541,31,20,0,bank_transfer,3
542,23,53,0,credit_card,12
543,30,67,0,credit_card,6
544,34,10,0,bank_transfer,9
545,18,122,0,bank_transfer,2
546,25,31,0,bank_transfer,8
547,30,11,0,bank_transfer,1
548,27,9,0,credit_card,5
549,29,9,0,bank_transfer,12
550,26,87,0,bank_transfer,3
551,28,43,1,bank_transfer,1
552,27,88,0,bank_transfer,3
553,33,37,0,bank_transfer,6
554,29,86,0,bank_transfer,4
555,29,36,0,bank_transfer,4
556,26,60,0,bank_transfer,1
557,26,39,0,bank_transfer,13
558,26,35,0,bank_transfer,11
559,30,19,0,bank_transfer,6
560,26,66,0,bank_transfer,9
561,29,15,0,credit_card,9
562,36,66,1,bank_transfer,6
563,31,44,0,credit_card,5
564,27,67,0,bank_transfer,8
565,33,47,0,credit_card,14
566,26,93,0,bank_transfer,11
567,20,56,0,bank_transfer,12
568,24,45,0,credit_card,11
569,21,3,0,credit_card,3
570,27,95,0,bank_transfer,13
571,28,9,0,bank_transfer,2
572,35,12,0,bank_transfer,12
573,29,72,0,credit_card,8
574,27,42,0,bank_transfer,7
575,31,9,0,bank_transfer,5
576,19,25,0,bank_transfer,5
577,29,92,0,bank_transfer,5
578,31,46,0,bank_transfer,6
579,22,42,0,credit_card,4
580,33,23,1,credit_card,14
581,29,74,1,bank_transfer,4
582,26,38,0,bank_transfer,12
583,31,64,0,credit_card,12
584,37,21,0,bank_transfer,3
585,29,153,0,bank_transfer,2
586,29,103,0,credit_card,5
587,26,46,1,bank_transfer,9
588,25,54,0,bank_transfer,9
589,31,25,0,bank_transfer,1
590,25,68,0,credit_card,9
591,28,4,1,credit_card,1
592,26,121,0,bank_transfer,9
593,30,65,0,bank_transfer,4
594,29,17,0,bank_transfer,11
595,32,119,0,credit_card,5
596,26,145,0,credit_card,5
597,27,56,0,credit_card,2
598,24,21,0,bank_transfer,13
599,26,43,0,bank_transfer,8
600,30,62,0,bank_transfer,9
601,31,52,0,credit_card,14
602,24,17,0,bank_transfer,6
603,31,61,0,credit_card,9
604,33,91,0,credit_card,6
605,30,13,0,bank_transfer,11
606,36,15,0,credit_card,6
607,25,24,0,bank_transfer,6
608,23,35,0,bank_transfer,5
609,21,75,0,bank_transfer,2
610,34,90,0,bank_transfer,11
611,31,20,0,bank_transfer,9
612,28,48,0,bank_transfer,8
613,29,88,0,bank_transfer,8
614,23,159,0,bank_transfer,11
615,38,48,0,bank_transfer,14
616,29,50,1,bank_transfer,7
617,28,56,0,bank_transfer,1
618,31,32,0,bank_transfer,4
619,30,46,0,bank_transfer,10
620,29,5,1,bank_transfer,9
621,25,25,1,bank_transfer,12
622,30,60,1,bank_transfer,3
623,36,19,0,bank_transfer,1
624,33,76,0,bank_transfer,13
625,34,7,1,credit_card,6
626,26,74,0,bank_transfer,14
627,24,74,0,bank_transfer,10
628,27,161,0,bank_transfer,2
629,28,31,1,bank_transfer,4
630,32,42,0,bank_transfer,1
631,21,113,1,bank_transfer,14
632,34,104,0,bank_transfer,12
633,27,84,1,credit_card,12
634,26,54,1,bank_transfer,12
635,24,111,1,credit_card,14
636,21,198,0,bank_transfer,6
637,31,64,0,bank_transfer,8
638,28,43,0,bank_transfer,5
639,23,70,1,bank_transfer,1
640,23,48,0,bank_transfer,5
641,27,33,0,bank_transfer,8
642,35,76,0,bank_transfer,5
643,27,28,0,credit_card,5
644,22,63,0,credit_card,14
645,27,9,1,bank_transfer,1
646,27,125,1,bank_transfer,7
647,18,21,0,bank_transfer,5
648,28,12,0,bank_transfer,1
649,27,101,1,bank_transfer,13
650,31,114,0,credit_card,11
651,35,53,0,bank_transfer,6
652,33,39,0,credit_card,14
653,27,32,0,credit_card,5
654,24,51,0,bank_transfer,13
655,38,40,0,credit_card,1
656,28,37,0,credit_card,9
657,28,19,0,bank_transfer,1
658,28,15,0,credit_card,8
659,29,45,0,bank_transfer,7
660,27,50,0,bank_transfer,6
661,26,23,0,bank_transfer,7
662,26,25,0,bank_transfer,1
663,28,50,0,bank_transfer,2
664,26,19,0,bank_transfer,14
665,25,86,0,bank_transfer,11
666,28,61,1,credit_card,13
667,27,22,0,bank_transfer,12
668,34,59,0,bank_transfer,2
669,18,19,0,credit_card,13
670,32,74,0,bank_transfer,8
671,33,20,0,bank_transfer,8
672,20,38,0,bank_transfer,2
673,27,47,0,credit_card,7
674,27,113,0,credit_card,14
675,22,21,0,bank_transfer,14
676,25,20,1,bank_transfer,7
677,24,10,0,credit_card,9
678,35,136,0,credit_card,1
679,32,43,0,credit_card,11
680,33,88,1,bank_transfer,11
681,31,26,1,credit_card,8
682,23,28,1,bank_transfer,5
683,26,40,0,credit_card,7
684,30,41,0,bank_transfer,3
685,23,68,0,bank_transfer,13
686,31,44,1,credit_card,9
687,27,31,0,bank_transfer,6
688,27,137,0,credit_card,13
689,31,19,0,credit_card,13
690,30,21,0,credit_card,9
691,27,19,0,bank_transfer,8
692,33,70,1,credit_card,6
693,24,58,0,bank_transfer,5
694,30,37,0,bank_transfer,1
695,30,19,0,bank_transfer,4
696,27,46,0,bank_transfer,1
697,29,77,1,credit_card,8
698,23,116,1,bank_transfer,9
699,32,25,0,bank_transfer,14
700,27,37,0,bank_transfer,9
701,26,57,0,credit_card,2
702,32,31,0,bank_transfer,3
703,25,12,0,bank_transfer,9
704,22,37,1,credit_card,7
705,22,14,0,credit_card,2
706,30,81,0,credit_card,2
707,23,33,1,bank_transfer,13
708,35,40,0,bank_transfer,3
709,20,22,0,bank_transfer,2
710,35,41,1,bank_transfer,12
711,29,98,0,credit_card,7
712,28,87,0,credit_card,13
713,26,16,0,credit_card,8
714,30,1,0,credit_card,7
715,28,37,0,bank_transfer,6
716,32,33,0,bank_transfer,11
717,28,31,0,bank_transfer,2
718,29,26,0,bank_transfer,12
719,27,15,0,bank_transfer,10
720,28,168,0,bank_transfer,11
721,29,136,0,bank_transfer,8
722,21,30,0,bank_transfer,13
723,23,46,0,bank_transfer,4
724,31,82,1,credit_card,11
725,29,46,0,bank_transfer,6
726,27,28,0,credit_card,13
727,28,12,0,bank_transfer,4
728,29,42,0,bank_transfer,9
729,26,14,0,bank_transfer,4
730,25,94,1,bank_transfer,13
731,29,41,0,bank_transfer,4
732,24,61,0,credit_card,11
733,30,32,0,bank_transfer,7
734,21,75,1,bank_transfer,2
735,32,24,0,credit_card,1
736,30,52,0,credit_card,6
737,29,31,0,bank_transfer,11
738,32,35,0,bank_transfer,5
739,35,81,1,bank_transfer,6
740,32,22,1,bank_transfer,11
741,21,54,0,bank_transfer,11
742,23,101,0,bank_transfer,1
743,26,79,0,bank_transfer,6
744,28,25,0,bank_transfer,7
745,30,60,0,credit_card,1
746,25,7,1,bank_transfer,10
747,29,83,1,bank_transfer,1
748,25,198,1,bank_transfer,3
749,26,52,0,bank_transfer,9
750,22,105,0,bank_transfer,7
751,24,12,0,bank_transfer,4
752,23,17,1,credit_card,5
753,24,32,0,bank_transfer,13
754,32,37,0,bank_transfer,8
755,24,52,1,credit_card,1
756,39,25,0,credit_card,5
757,30,46,0,bank_transfer,8
758,29,81,0,credit_card,4
759,25,60,1,bank_transfer,10
760,31,31,0,bank_transfer,3
761,26,70,0,credit_card,2
762,28,30,0,bank_transfer,11
763,38,44,1,credit_card,7
764,28,78,0,credit_card,4
765,33,36,0,credit_card,5
766,25,14,1,bank_transfer,14
767,28,44,1,credit_card,8
768,35,79,0,bank_transfer,10
769,25,84,0,bank_transfer,2
770,35,16,1,bank_transfer,9
771,31,69,0,bank_transfer,5
772,26,34,0,credit_card,10
773,31,109,0,bank_transfer,12
774,32,14,0,credit_card,10
775,30,68,0,bank_transfer,13
776,22,31,0,bank_transfer,8
777,25,25,0,bank_transfer,6
778,27,81,0,credit_card,13
779,28,90,0,bank_transfer,6
780,30,5,0,credit_card,9
781,29,82,1,credit_card,12
782,23,39,0,credit_card,13
783,30,43,0,credit_card,5
784,30,13,1,bank_transfer,11
785,30,65,0,credit_card,6
786,32,171,0,credit_card,2
787,31,27,0,bank_transfer,9
788,30,95,1,bank_transfer,5
789,28,41,0,bank_transfer,14
790,21,28,0,bank_transfer,3
791,30,11,0,bank_transfer,6
792,29,105,0,bank_transfer,12
793,29,45,0,bank_transfer,3
794,23,29,0,bank_transfer,14
795,24,33,0,bank_transfer,13
796,32,68,0,bank_transfer,8
797,28,29,0,credit_card,11
798,31,18,0,bank_transfer,2
799,28,38,0,bank_transfer,8
800,28,37,0,bank_transfer,6
801,32,37,0,bank_transfer,5
802,26,29,1,credit_card,14
803,28,98,0,bank_transfer,5
804,26,200,0,credit_card,2
805,26,16,0,bank_transfer,9
806,27,4,0,bank_transfer,14
807,29,35,0,credit_card,4
808,26,5,0,bank_transfer,5
809,33,10,0,credit_card,9
810,24,27,0,bank_transfer,3
811,27,68,1,credit_card,2
812,26,34,0,credit_card,6
813,34,3,0,credit_card,2
814,29,34,0,credit_card,11
815,32,36,0,bank_transfer,1
816,22,36,0,credit_card,1
817,29,88,0,credit_card,1
818,32,78,0,bank_transfer,6
819,28,44,0,bank_transfer,8
820,32,150,0,credit_card,5
821,26,27,0,bank_transfer,12
822,34,38,0,credit_card,7
823,37,41,0,bank_transfer,10
824,27,11,0,credit_card,9
825,26,42,0,credit_card,13
826,34,9,0,bank_transfer,6
827,34,24,0,bank_transfer,5
828,26,46,0,bank_transfer,10
829,26,12,0,bank_transfer,10
830,27,53,0,credit_card,5
831,23,21,0,bank_transfer,6
832,24,31,0,bank_transfer,9
833,24,60,0,bank_transfer,5
834,25,39,0,bank_transfer,3
835,28,52,0,bank_transfer,14
836,29,58,0,bank_transfer,9
837,34,39,1,bank_transfer,10
838,24,55,0,bank_transfer,11
839,32,23,0,credit_card,2
840,27,60,0,bank_transfer,9
841,28,35,0,bank_transfer,5
842,31,99,0,bank_transfer,2
843,24,46,0,bank_transfer,6
844,30,26,0,credit_card,2
845,29,60,0,credit_card,6
846,30,102,0,bank_transfer,11
847,29,28,0,bank_transfer,8
848,38,24,0,bank_transfer,13
849,25,1,0,credit_card,1
850,26,46,0,bank_transfer,9
851,26,32,0,credit_card,2
852,26,60,0,bank_transfer,4
